"r_rc_tcs"
"Iteration" "rc_tcs"
("Iteration" "rc_tcs(rca)" "rc_tcs(rcb)" "rc_tcs(rcc)" "rc_tcs(rcd)")
414 277.8473205566406 276.8879089355469 276.2033386230469 275.8568115234375
415 277.8461303710938 276.8879089355469 276.2029724121094 275.8560791015625
416 277.8453063964844 276.8881225585938 276.2026977539062 275.8553466796875
417 277.84375 276.8877563476562 276.2018432617188 275.85400390625
418 277.8428344726562 276.8879699707031 276.2017211914062 275.8534851074219
419 277.8418579101562 276.8880310058594 276.2013244628906 275.8525390625
420 277.84033203125 276.8876647949219 276.200439453125 275.8509826660156
421 277.8394165039062 276.8878173828125 276.2002868652344 275.8504028320312
422 277.8383483886719 276.8878479003906 276.1998901367188 275.8494567871094
423 277.8372192382812 276.8878479003906 276.1994934082031 275.8483581542969
424 277.8361206054688 276.8877868652344 276.1989440917969 275.84716796875
425 277.8348693847656 276.8876953125 276.1984558105469 275.845947265625
426 277.8336181640625 276.8876037597656 276.197998046875 275.8448181152344
427 277.8324279785156 276.8875122070312 276.197509765625 275.8436584472656
428 277.8313598632812 276.8875122070312 276.1971130371094 275.8424987792969
429 277.8301696777344 276.8873901367188 276.1966857910156 275.8412170410156
430 277.8289184570312 276.8872680664062 276.1961059570312 275.8398742675781
431 277.8276672363281 276.8871459960938 276.1955871582031 275.8384704589844
432 277.8264770507812 276.8869934082031 276.195068359375 275.8370361328125
433 277.8252563476562 276.8868713378906 276.1945495605469 275.8357238769531
434 277.823974609375 276.8867492675781 276.194091796875 275.8343505859375
435 277.82275390625 276.8865966796875 276.1936645507812 275.8328552246094
436 277.821533203125 276.8864440917969 276.1930847167969 275.8313903808594
437 277.8202209472656 276.8861999511719 276.1925659179688 275.8297729492188
438 277.8189086914062 276.8860473632812 276.1920471191406 275.8282165527344
439 277.817626953125 276.8858947753906 276.1915588378906 275.8267211914062
440 277.8163757324219 276.8856811523438 276.1910095214844 275.8250732421875
441 277.8150634765625 276.8854370117188 276.1904907226562 275.8234252929688
442 277.8138732910156 276.88525390625 276.1900024414062 275.8218383789062
443 277.8124694824219 276.885009765625 276.189453125 275.8201599121094
444 277.8111572265625 276.8847351074219 276.1888427734375 275.8184204101562
445 277.8098449707031 276.8844604492188 276.1883239746094 275.8167114257812
446 277.8084716796875 276.8841247558594 276.1878356933594 275.8150024414062
447 277.80712890625 276.8839111328125 276.1873168945312 275.8133850097656
448 277.8058776855469 276.8836669921875 276.1869201660156 275.8117370605469
449 277.8046569824219 276.8834228515625 276.1864318847656 275.81005859375
450 277.8033447265625 276.8831787109375 276.1860046386719 275.8084106445312
451 277.8020629882812 276.8829956054688 276.1856079101562 275.806884765625
452 277.8008422851562 276.8828125 276.185302734375 275.8053588867188
453 277.7997436523438 276.8827209472656 276.1850280761719 275.8038024902344
454 277.798583984375 276.882568359375 276.1846923828125 275.8023681640625
455 277.7973937988281 276.8824157714844 276.1844177246094 275.8009033203125
456 277.7962341308594 276.8822937011719 276.1841735839844 275.7994689941406
457 277.7951354980469 276.8821716308594 276.1839294433594 275.798095703125
458 277.7940368652344 276.8820495605469 276.1837158203125 275.7967529296875
459 277.7929992675781 276.8819885253906 276.1835021972656 275.7954406738281
460 277.7919311523438 276.8819580078125 276.1834411621094 275.794189453125
461 277.7908020019531 276.8818054199219 276.1832885742188 275.7929077148438
462 277.7898559570312 276.8818054199219 276.1832275390625 275.7917785644531
463 277.7889099121094 276.8818359375 276.1832275390625 275.7906799316406
464 277.7879943847656 276.8818359375 276.1832275390625 275.7896118164062
465 277.7870788574219 276.8819274902344 276.1832580566406 275.7886657714844
466 277.7861633300781 276.8819274902344 276.1833190917969 275.7877502441406
467 277.7852172851562 276.8820190429688 276.1834106445312 275.786865234375
468 277.7844848632812 276.8821411132812 276.18359375 275.7860412597656
469 277.7837524414062 276.8822937011719 276.1837768554688 275.7853088378906
470 277.7830505371094 276.8825073242188 276.1841125488281 275.7847290039062
471 277.7823791503906 276.8827514648438 276.1844177246094 275.7841491699219
472 277.78173828125 276.8829956054688 276.1848449707031 275.7837219238281
473 277.7811279296875 276.8833312988281 276.1853332519531 275.7834167480469
474 277.780517578125 276.8837280273438 276.1858520507812 275.7831726074219
475 277.7800598144531 276.8840942382812 276.1864929199219 275.7830505371094
476 277.7796936035156 276.8846435546875 276.1871643066406 275.7830505371094
477 277.7793579101562 276.8852233886719 276.1879577636719 275.7832336425781
478 277.7791137695312 276.8858642578125 276.1888427734375 275.783447265625
479 277.7788696289062 276.8865356445312 276.1897583007812 275.7838134765625
480 277.7787780761719 276.8872985839844 276.1908264160156 275.7842407226562
481 277.7786254882812 276.8880920410156 276.1919860839844 275.7848205566406
482 277.7785949707031 276.8889465332031 276.193115234375 275.7855224609375
483 277.7786254882812 276.8898620605469 276.1943664550781 275.7862854003906
484 277.7787170410156 276.8907775878906 276.1956787109375 275.7872619628906
485 277.7789001464844 276.891845703125 276.1971130371094 275.7883605957031
486 277.7791137695312 276.8929443359375 276.1985778808594 275.7894897460938
487 277.7794494628906 276.8941955566406 276.2001342773438 275.790771484375
488 277.77978515625 276.8954162597656 276.2017517089844 275.7921142578125
489 277.7802124023438 276.8966674804688 276.2034301757812 275.7936401367188
490 277.7807006835938 276.8980712890625 276.2052307128906 275.7952575683594
491 277.7815246582031 276.8995971679688 276.2073364257812 275.7971801757812
492 277.7820129394531 276.9009704589844 276.2090759277344 275.7988891601562
493 277.7825927734375 276.9024047851562 276.2110595703125 275.80078125
494 277.7832946777344 276.9039611816406 276.2130432128906 275.8027648925781
495 277.7840270996094 276.9055786132812 276.215087890625 275.8047790527344
496 277.7850036621094 276.9073791503906 276.2174682617188 275.8071594238281
497 277.7857666015625 276.9089050292969 276.2195434570312 275.8092956542969
498 277.7866821289062 276.9105834960938 276.2216491699219 275.8116149902344
499 277.7878112792969 276.9125366210938 276.22412109375 275.8141479492188
500 277.7887268066406 276.9142761230469 276.2262268066406 275.8164978027344
