time	flx	max_v	min_t	vol fraction
18575	-0.335612509059785	0.00242744629581775	269.175854639637	51191.5
18576	-0.335507936909993	0.00242914739880396	269.175854301124	51143.6
18577	-0.335400943143189	0.0024300660721588	269.175853917215	51095.7
18578	-0.335298767198619	0.00242936101316296	269.175853390735	51048.0
18579	-0.335206965771458	0.0024306000705673	269.175852724436	51000.0
18580	-0.335123161556753	0.00243232382592239	269.175851975252	50952.1
18581	-0.335044175946381	0.00243189315154843	269.175851205831	50904.4
18582	-0.334971565575377	0.00243234475216662	269.175850427883	50856.5
18583	-0.334902012779852	0.0024342797330366	269.175849632506	50808.8
18584	-0.334826658144	0.00243479930170774	269.175848831395	50761.3
18585	-0.334745085361329	0.00243497755549527	269.175848026859	50713.6
18586	-0.33466211034212	0.00243663481381032	269.17584722687	50666.0
18587	-0.334581675368111	0.00243811523613752	269.175846510826	50618.2
18588	-0.33450044772315	0.00244006858301489	269.175845873627	50570.5
18589	-0.334414351038889	0.00244133041493783	269.175845234217	50523.0
18590	-0.334326596542204	0.00244303087811034	269.175844552231	50475.5
18591	-0.334241390837688	0.00244508594566652	269.175843871731	50427.8
18592	-0.334159697102176	0.00244722713344245	269.175843280519	50380.0
18593	-0.3340828760886	0.00244984234341764	269.175842703318	50332.4
18594	-0.334011831009281	0.00245004980773458	269.175841984142	50284.7
18595	-0.333943281421156	0.00245129798371964	269.1758410956	50237.1
18596	-0.333875956155327	0.00245513388575384	269.175840120357	50189.6
18597	-0.333811610367493	0.0024570270401149	269.175839155998	50142.1
18598	-0.333749218953557	0.00245890628760994	269.175838259431	50094.5
18599	-0.333689127762296	0.00246140569264756	269.175837451449	50047.1
18600	-0.33363295694237	0.00246353403558494	269.175836759472	49999.7
18601	-0.333575752163294	0.00246603494941759	269.175836244002	49952.3
18602	-0.333504925096981	0.00246906494186313	269.175835909854	49905.2
18603	-0.333423545211611	0.00247104429780144	269.175835590941	49858.1
18604	-0.333339943706552	0.00247380624703767	269.175835186605	49810.7
18605	-0.333254893883746	0.00247784725206802	269.175834730187	49763.3
18606	-0.333169774883601	0.0024793015173343	269.175834306066	49715.5
18607	-0.33308800848923	0.00248144013819025	269.175833922669	49668.2
18608	-0.333010060636716	0.00248411545667887	269.175833537932	49620.7
18609	-0.332930468570704	0.00248650186953655	269.175833168122	49573.2
18610	-0.332843568441533	0.00248865883910831	269.175832855857	49525.8
18611	-0.332752058490931	0.00249037193100933	269.175832581605	49478.6
18612	-0.332660936409434	0.00249348013060751	269.175832336594	49431.1
18613	-0.332572593872687	0.0024958293283089	269.175832089758	49383.8
18614	-0.33248626093953	0.00249748536473745	269.175831859094	49336.4
18615	-0.332401197653766	0.00249960151903403	269.175831666233	49289.3
18616	-0.332318236215556	0.00250165627061115	269.175831501324	49242.0
18617	-0.33223728548019	0.00250393021946045	269.175831273123	49194.5
18618	-0.332157919306894	0.002506646131276	269.175830943617	49147.1
18619	-0.332067063439217	0.00250787548831438	269.175830558613	49099.9
18620	-0.331962991190207	0.00250849407811692	269.175830150144	49052.8
18621	-0.331857988246634	0.00251150307576418	269.175829746054	49005.6
18622	-0.331755104321992	0.00251337091943381	269.17582937764	48958.7
18623	-0.331651631958632	0.00251397549387812	269.175829065992	48911.6
18624	-0.331545405335997	0.00251625841053374	269.175828740595	48864.5
18625	-0.331439271827943	0.00251789896809553	269.17582825456	48817.5
18626	-0.331335770309695	0.00251941129794661	269.175827511667	48770.4
18627	-0.331234106472308	0.00252069812514435	269.175826585919	48723.0
18628	-0.331134509975886	0.00252093134895498	269.175825600476	48675.7
18629	-0.331040544987437	0.00252322135394101	269.175824611424	48629.1
18630	-0.330951554836798	0.00252416340832088	269.175823621661	48582.0
18631	-0.330865934922103	0.00252491658406077	269.175822600232	48534.9
18632	-0.330785110129502	0.00252733575760977	269.175821540462	48487.8
18633	-0.330710177735786	0.00252791330710006	269.175820454905	48440.8
18634	-0.330641125508124	0.00252839577683238	269.175819393943	48393.9
18635	-0.330575860014009	0.00252955236285944	269.175818355044	48346.8
18636	-0.330511355885597	0.00253072488922471	269.175817235695	48300.0
18637	-0.330441820608712	0.00253214808887423	269.175816084695	48253.5
18638	-0.330367996182343	0.00253325751307413	269.175815019661	48206.8
18639	-0.330293042231191	0.00253372701269869	269.175814054409	48159.7
18640	-0.330214307930121	0.00253714596635889	269.175813227538	48113.0
18641	-0.330132018764222	0.002537705198604	269.175812602815	48066.2
18642	-0.330050161316038	0.002538055514049	269.175812142591	48019.5
18643	-0.329968278581938	0.00254055100508629	269.175811627029	47972.8
18644	-0.329885969918091	0.0025410772877343	269.175810785035	47926.1
18645	-0.329802415644127	0.00254298766025911	269.175809542692	47879.5
18646	-0.329713667099794	0.00254347194636447	269.175808165978	47832.9
18647	-0.329623238903792	0.002544518156341	269.175806811077	47786.2
18648	-0.329535404983446	0.002546933639759	269.175805517093	47739.4
18649	-0.329452747775988	0.00254613175452834	269.175804303001	47692.9
18650	-0.329373596760204	0.00254685684566249	269.175803214753	47646.0
18651	-0.329294683146955	0.00254957497776717	269.175802249301	47599.4
18652	-0.32921642847366	0.0025496462478421	269.175801377844	47552.6
18653	-0.329136209063694	0.00255090205778241	269.175800578011	47506.0
18654	-0.329056038602339	0.00255363458334767	269.175799828768	47459.3
18655	-0.328979064910326	0.0025531884422047	269.175799156837	47412.7
18656	-0.328905785801543	0.00255479894344385	269.175798531982	47366.0
18657	-0.32883544184897	0.00255680714903933	269.17579789352	47319.4
18658	-0.328759372707927	0.00255783589570303	269.175797234374	47272.8
18659	-0.328674611848496	0.00255991697674942	269.175796605983	47226.7
18660	-0.328588423107226	0.0025602900735907	269.175796049765	47180.4
18661	-0.328507089067559	0.00256038877714414	269.175795618572	47134.0
18662	-0.328428623012184	0.00256120514914984	269.175795317914	47088.0
18663	-0.328349539996481	0.0025610751367958	269.175795054361	47041.8
18664	-0.328268745968319	0.00256155895274483	269.175794766374	46995.6
18665	-0.328188671292253	0.00256243795308377	269.175794435917	46949.2
18666	-0.32811150550648	0.00256114747079234	269.175794057419	46903.1
18667	-0.328036247708314	0.00256125231552676	269.175793626809	46856.9
18668	-0.327962412296728	0.00256128855906414	269.175793116885	46810.5
18669	-0.32788837598454	0.00255968505080762	269.175792505967	46764.5
18670	-0.327812510160261	0.00255930955850312	269.175791794982	46718.8
18671	-0.327731658313199	0.00255970401662996	269.17578189301	46672.5
18672	-0.327649774047193	0.00255950391718771	269.175762024501	46626.3
18673	-0.327571283613065	0.00255870559680559	269.175742507696	46580.3
18674	-0.32749146759697	0.00255778044991919	269.175721871796	46534.1
18675	-0.327409689271204	0.00255846901661208	269.175700190775	46488.1
18676	-0.327329343030126	0.00255754945872189	269.17567851905	46442.1
18677	-0.327252220133294	0.00255775019050775	269.175657592148	46396.1
18678	-0.327179095952012	0.00255901535339693	269.17563776065	46350.3
18679	-0.327110843394459	0.00255873711127505	269.175619131277	46304.2
18680	-0.327044877265905	0.00255861838259828	269.175601381452	46258.1
18681	-0.326979447515991	0.00255790728510456	269.175583928879	46212.2
18682	-0.326910777293802	0.00255705087265416	269.175565399787	46166.5
18683	-0.326837489709212	0.00255594800285398	269.175544861432	46120.7
18684	-0.326762964539702	0.00255506331344009	269.175523391778	46074.9
18685	-0.326689215533886	0.00255451518405684	269.175502181738	46029.3
18686	-0.326617981565492	0.0025562546693118	269.175481793303	45983.4
18687	-0.326549507714151	0.00255456090040735	269.175462260484	45937.5
18688	-0.32648160934501	0.00255370347248554	269.175443466115	45892.0
18689	-0.326413390135343	0.00255463988461817	269.175425324877	45846.5
18690	-0.326343818824502	0.00255282735441016	269.175407237387	45801.1
18691	-0.326266379029887	0.00255232121648513	269.175386748922	45755.4
18692	-0.326183392439037	0.00255283098385737	269.175363787223	45709.7
18693	-0.326100468220154	0.00255227596783467	269.175340190988	45664.1
18694	-0.32602106700839	0.00255067569704833	269.175317370034	45618.7
18695	-0.325945265967003	0.00255028613759218	269.175295992303	45573.1
18696	-0.325872496287554	0.00255030320873841	269.175276210162	45527.6
18697	-0.325801100318324	0.0025500898283107	269.175257813427	45482.2
18698	-0.325729985796794	0.00254944844996459	269.175240146188	45436.6
18699	-0.325659067682612	0.00254878454084963	269.175222319769	45391.1
18700	-0.325586520854704	0.002548474367304	269.175203646043	45345.7
18701	-0.325511659940122	0.00254698299266727	269.175184038572	45300.2
18702	-0.325436229627697	0.00254695935109037	269.175164293119	45254.9
18703	-0.325362310081174	0.00254712833091997	269.175144997141	45209.4
18704	-0.325287876696227	0.0025454199647377	269.175125248061	45164.1
18705	-0.325210820483042	0.00254471626080568	269.175104650973	45118.9
18706	-0.325133996057701	0.00254426837974013	269.175083951319	45073.7
18707	-0.325059345034374	0.00254265706038576	269.175063818228	45028.6
18708	-0.324986679600062	0.00254324905691973	269.175044644083	44983.6
18709	-0.324916935117665	0.00254160280565699	269.175026548303	44938.3
18710	-0.324851381255164	0.00254049247201495	269.175009269107	44893.1
18711	-0.32478860608209	0.00254104138806022	269.174992270537	44848.4
18712	-0.324727501914334	0.00253929702798017	269.174975381703	44803.4
18713	-0.324666453227046	0.00253904111359867	269.17495878965	44758.2
18714	-0.324605958608159	0.00253947951420632	269.174942713793	44713.4
18715	-0.324546652014903	0.00253779060141676	269.174927037501	44668.4
18716	-0.324486226955335	0.00253733416329877	269.174910702647	44623.4
18717	-0.324423528071793	0.0025366608851953	269.174893550054	44578.5
18718	-0.324357718042346	0.00253607178789424	269.174876083887	44533.3
18719	-0.324286272951643	0.00253676860087108	269.174857348381	44488.5
18720	-0.324211749406438	0.00253497592722158	269.174836945701	44443.5
18721	-0.324136665530537	0.00253430103380269	269.174815916263	44398.7
18722	-0.324062098409023	0.00253488989716824	269.174795229028	44354.4
18723	-0.323988948108211	0.00253273086490365	269.174775391416	44309.8
18724	-0.323917029771951	0.00253221011781885	269.174756545134	44265.2
18725	-0.323847722114579	0.0025321041735654	269.174738683606	44220.5
18726	-0.323781683157268	0.00252980691923287	269.174721805707	44175.8
18727	-0.323717956058603	0.00252920102129018	269.17470587712	44131.3
18728	-0.323656545877465	0.00252792652533491	269.174690913517	44086.8
18729	-0.323597010535393	0.00252734960964724	269.1746768986	44042.2
18730	-0.323538598619576	0.0025272257370539	269.174662972217	43997.6
18731	-0.323480954558568	0.00252684811942202	269.174648156241	43953.1
18732	-0.323423806660647	0.00252634326257743	269.174632729898	43908.5
18733	-0.323367548941326	0.00252601917849508	269.174617321947	43864.3
18734	-0.323314003162717	0.00252513115447487	269.174602200993	43820.3
18735	-0.323261732244905	0.0025258334014345	269.174587099629	43775.9
18736	-0.323208936619797	0.00252620268151797	269.17457160132	43731.6
18737	-0.323154710825497	0.00252478948052929	269.174555492322	43687.6
18738	-0.323099108446538	0.00252535695014201	269.174539046219	43643.4
18739	-0.323043280593081	0.00252740315248385	269.174522787876	43599.5
18740	-0.322988268496924	0.00252592721675024	269.174507138688	43555.5
18741	-0.322933722428413	0.00252663302007531	269.174492297952	43511.6
18742	-0.322880881112148	0.00252752487042843	269.174477902386	43467.6
18743	-0.322828566410692	0.00252582360203682	269.174463225633	43423.5
18744	-0.322773670221823	0.00252771637702975	269.174448155923	43379.6
18745	-0.322716550899016	0.00252792225877791	269.174433058593	43335.5
18746	-0.322660401409991	0.00252577316145216	269.174418263816	43291.4
18747	-0.322605022931796	0.00252534356806565	269.1744032352	43247.5
18748	-0.322548304203321	0.00252495408020314	269.1743869842	43203.3
18749	-0.322489263903593	0.00252522543246063	269.174369495233	43159.4
18750	-0.322421007353348	0.00252460407583275	269.174351406442	43115.3
18751	-0.322346587793754	0.00252324736152899	269.174333495786	43071.4
18752	-0.322275067333272	0.00252272668289429	269.174315982424	43027.5
18753	-0.322206949028295	0.00252286106911864	269.174298901939	42983.4
18754	-0.322141701679436	0.00252073160546085	269.174282413663	42939.4
18755	-0.32208010093351	0.00252001787730868	269.174266595465	42895.8
18756	-0.322023165246418	0.00251891952968616	269.174251531297	42852.0
18757	-0.321970305149353	0.0025166696608859	269.174237233967	42808.0
18758	-0.321919716411777	0.00251639038824825	269.174223715805	42764.2
18759	-0.321870037219639	0.00251434319910972	269.174210818288	42720.5
18760	-0.321821488731269	0.0025126459509664	269.174197878276	42677.0
18761	-0.32177385967507	0.00251102813866729	269.174184670736	42633.3
18762	-0.321726384332646	0.00250870129508139	269.174171518086	42589.4
18763	-0.321679679038485	0.00250705236721985	269.174158775931	42546.0
18764	-0.321633209193627	0.00250451650960069	269.174146546948	42502.6
18765	-0.3215862991901	0.00250213735812535	269.174134659933	42459.1
18766	-0.321538302216894	0.00250102304875466	269.174122728435	42415.8
18767	-0.321488783638639	0.00249809172592011	269.174110384711	42372.4
18768	-0.321438529299157	0.00249602464602924	269.174097739028	42329.4
18769	-0.321388333217785	0.00249521485617155	269.174085039224	42286.1
18770	-0.321338999758999	0.00249201547025856	269.174072500143	42242.9
18771	-0.321291462657151	0.00249009496190183	269.174060247093	42199.8
18772	-0.321245649308713	0.00248851841249067	269.174048388474	42156.7
18773	-0.321200615993795	0.00248531645920679	269.174037048043	42113.5
18774	-0.321155910776064	0.00248482148252433	269.174026240215	42070.3
18775	-0.321111361063702	0.00248315606219189	269.174015274847	42027.3
18776	-0.321065085385043	0.00248001215431865	269.174002909974	41983.9
18777	-0.321016541268662	0.00247963556252803	269.173988832093	41940.8
18778	-0.320965672858223	0.00247660796626698	269.17397363488	41897.7
18779	-0.320912809206303	0.00247479522850199	269.173958132734	41854.8
18780	-0.320859998332782	0.00247495892187592	269.173942956907	41811.8
18781	-0.320807953533654	0.00247166207648023	269.173928462439	41768.7
18782	-0.320757098392433	0.00246944909895054	269.173914777612	41726.0
18783	-0.320706158706949	0.00246903837092132	269.173901901248	41683.2
18784	-0.320654717111397	0.00246582661164069	269.173889778699	41640.4
18785	-0.320604553176561	0.00246376208646129	269.173878348009	41598.0
18786	-0.320556765449482	0.00246205496734319	269.173867358805	41555.3
18787	-0.320509729162354	0.00246001290803074	269.173856405194	41512.3
18788	-0.320463333870462	0.00245765147497465	269.173845170136	41469.9
18789	-0.320417729860023	0.00245484559176186	269.173833624991	41427.2
18790	-0.320371576120117	0.00245428353585968	269.173821794824	41384.5
18791	-0.320326416054281	0.00245282740819306	269.173809664376	41342.1
18792	-0.320282152844229	0.00244929385493201	269.173797438484	41300.0
18793	-0.320206614749619	0.00244797043372446	269.173785396129	41257.5
18794	-0.320117704361497	0.00244664622622673	269.173773757378	41215.1
18795	-0.320038918046901	0.00244245354321378	269.173762610437	41172.5
18796	-0.319971106526199	0.00244085306256186	269.17375174488	41129.7
18797	-0.319911173900887	0.00243802823693402	269.17374096589	41087.2
18798	-0.319857317221684	0.00243563093111019	269.173730311759	41044.8
18799	-0.319807967675588	0.00243470759593238	269.173719893697	41002.4
18800	-0.319761604787822	0.0024307371303329	269.173709759417	40960.1
18801	-0.319717732460686	0.00242848145072301	269.173699883617	40917.8
18802	-0.319676651076039	0.00242659403409924	269.173690245141	40875.5
18803	-0.319635511353495	0.00242419931218866	269.173680491543	40833.0
18804	-0.319576456305063	0.00242126289803369	269.173670172177	40790.7
18805	-0.319511731904492	0.00241778644128702	269.173659391416	40748.3
18806	-0.319452701586584	0.00241628472710647	269.173648553287	40706.3
18807	-0.319400521676999	0.002412514356899	269.173637999817	40664.3
18808	-0.319352413487666	0.00241026672117572	269.173627884624	40622.2
18809	-0.319306786527746	0.00240792884555449	269.173618258863	40580.3
18810	-0.31926353622111	0.00240428397795423	269.173609101441	40538.6
18811	-0.319222039037888	0.00240341722243357	269.173600021563	40496.5
18812	-0.319181241288488	0.00240111338974881	269.17359057263	40454.4
18813	-0.319139887826836	0.00239750641726751	269.173580619061	40412.3
18814	-0.319097823159709	0.00239621945038757	269.173570253608	40370.3
18815	-0.319055585305066	0.00239306478993326	269.173559692941	40328.1
18816	-0.319012619500833	0.00239079171713822	269.173549183495	40286.0
18817	-0.31897137839585	0.0023886820650299	269.173538920835	40244.3
18818	-0.318933017133701	0.00238554494542974	269.173529035629	40202.5
18819	-0.318896531637896	0.00238366940545092	269.173519619667	40161.0
18820	-0.31886086241843	0.00237958929524375	269.173510697465	40119.5
18821	-0.318826669042564	0.00237773799295199	269.173502177828	40078.0
18822	-0.318793985020334	0.00237593374962646	269.173493816962	40036.3
18823	-0.318761069084328	0.0023717549517051	269.173485484463	39994.5
18824	-0.318727459871333	0.00237018462603417	269.173477227395	39952.7
18825	-0.318693201038036	0.00236736066582228	269.173469132066	39911.0
18826	-0.318658546294511	0.00236513579848845	269.173461202344	39869.1
18827	-0.318623879161475	0.00236200676056941	269.17345336364	39827.5
18828	-0.31859092555434	0.00235912593996467	269.173445586007	39785.8
18829	-0.318559797030997	0.00235610091699463	269.173437887998	39744.3
18830	-0.318529106795511	0.00235211369918558	269.173430257063	39703.1
18831	-0.31849577414203	0.00235085214693113	269.173422421815	39661.6
18832	-0.31846098710746	0.0023497697477184	269.173414129364	39620.1
18833	-0.318425649465083	0.00234668808662368	269.173405464511	39578.7
18834	-0.318390099740791	0.00234487969092674	269.173396637836	39537.2
18835	-0.318354806266428	0.002342144807127	269.173387680887	39495.9
18836	-0.31831955054333	0.00233918582265094	269.173378566096	39454.5
18837	-0.318283971089086	0.00233684603885007	269.173369414096	39413.2
18838	-0.318248482500146	0.00233295190191379	269.173360414527	39371.8
18839	-0.318214075631033	0.00233033553864798	269.173351728717	39330.6
18840	-0.318181505918831	0.00232799741459146	269.173343451758	39289.3
18841	-0.318150032574584	0.00232570308952672	269.173335590314	39248.2
18842	-0.318120784630138	0.00232292325991415	269.173328098627	39207.0
18843	-0.318093721997019	0.0023201068695103	269.173320833782	39165.6
18844	-0.318067454301903	0.00231751790194392	269.173313640917	39124.3
18845	-0.318041058918899	0.00231401849390501	269.17330647829	39083.5
18846	-0.318013925921737	0.00231139063109875	269.173299374231	39042.4
18847	-0.317985140122617	0.00231199347785737	269.173292362582	39001.4
18848	-0.317954532941487	0.00230842436945893	269.173285485832	38960.4
18849	-0.317923502605889	0.00230750746249411	269.173278806276	38919.3
18850	-0.317894342637758	0.00230599934655221	269.173272386206	38878.6
18851	-0.317867323872743	0.00230365623006822	269.173266252892	38837.6
18852	-0.317841370163414	0.00230462481442038	269.173260301613	38796.5
18853	-0.317812927466876	0.00230204592587961	269.1732543453	38755.6
18854	-0.317781500892771	0.00230205048271231	269.173248263745	38714.8
18855	-0.317750228360509	0.00230199261839574	269.173242019139	38673.7
18856	-0.317718929279918	0.00230074467641357	269.1732356012	38632.7
18857	-0.317687222692339	0.00230028063619838	269.173228887796	38591.6
18858	-0.317654772803311	0.00229685215703683	269.173221589639	38550.5
18859	-0.317621179717176	0.00229622133991408	269.173213560928	38509.9
18860	-0.317586516780248	0.00229341201754804	269.173204949154	38469.3
18861	-0.317552503496797	0.00229148524300419	269.17319604153	38428.5
18862	-0.317519605233404	0.00229125951305514	269.173187128656	38387.7
18863	-0.317484971452659	0.00228754673100166	269.17317842969	38346.7
18864	-0.31744838783066	0.00228822208775392	269.173170085027	38305.8
18865	-0.317412570958086	0.00228517955895534	269.173162172981	38264.9
18866	-0.31737850674244	0.00228315200606749	269.173154725485	38224.4
18867	-0.317345875463594	0.00228146991955346	269.173147754444	38183.6
18868	-0.31731416273646	0.00227791228115486	269.173141255094	38143.0
18869	-0.317283917998095	0.00227616390150933	269.173135217564	38102.2
18870	-0.317255863885054	0.00227670099427748	269.173129624299	38061.6
18871	-0.317229668096618	0.00227912857595238	269.17312442403	38021.4
18872	-0.317204384121607	0.00228188680426015	269.173119524383	37980.7
18873	-0.317179205504235	0.00228490666823091	269.173114763407	37940.3
18874	-0.317154002130586	0.0022876332579847	269.173109969125	37899.7
18875	-0.31712935336266	0.00229045208175491	269.173105061781	37859.2
18876	-0.317106018311327	0.00229335616948156	269.173100024424	37818.9
18877	-0.317081833491351	0.00229589406083719	269.173094855438	37778.7
18878	-0.317056179040336	0.00229915800874244	269.173089568136	37738.3
18879	-0.317029795542637	0.00230277795268365	269.173084206157	37697.7
18880	-0.317002741480845	0.00230484784316218	269.173078800389	37657.2
18881	-0.316975799669061	0.00230796465752149	269.17307332436	37617.0
18882	-0.316949661772658	0.00231165598441774	269.17306759261	37576.6
18883	-0.316923483315934	0.00231447681544786	269.17306137276	37536.4
18884	-0.316896282770148	0.00231660665246106	269.173054627128	37496.5
18885	-0.316868073891522	0.00232051934532837	269.173047496687	37456.4
18886	-0.316838252596968	0.00232230784018842	269.173040170611	37416.4
18887	-0.316806894267081	0.00232611621665707	269.173032812565	37376.0
18888	-0.316774887113778	0.0023290070304275	269.173025553152	37335.7
18889	-0.316742208630604	0.00233131688406703	269.173018484236	37295.8
18890	-0.31670905678716	0.00233476645934779	269.173011678272	37255.6
18891	-0.316676602798728	0.00233786479204859	269.173005177853	37215.3
18892	-0.316645507476385	0.0023407561142608	269.172998997973	37175.2
18893	-0.316616076793659	0.00234322874898991	269.172993120282	37134.9
18894	-0.316588692043697	0.00234692237290897	269.172987499419	37094.9
18895	-0.316562724284685	0.00234971296216393	269.172982092643	37054.8
18896	-0.316537075070231	0.00235290320185833	269.172976879719	37014.7
18897	-0.31651225822474	0.00235648551178932	269.17297186548	36974.5
18898	-0.316488471164727	0.00236004542882519	269.172967039876	36934.4
18899	-0.316465668389545	0.00236279003127967	269.172962366459	36894.3
18900	-0.316443756314809	0.0023663758323916	269.172957761077	36854.2
18901	-0.316421975298642	0.00236986366820651	269.172953145105	36814.3
18902	-0.316398643865412	0.002373055953423	269.172948495429	36774.4
18903	-0.316374409851218	0.00237682555166761	269.172943855161	36734.5
18904	-0.316351021424231	0.002380222068236	269.172939268007	36694.4
18905	-0.316328956093492	0.00238424325769853	269.172934703913	36654.5
18906	-0.316308079487919	0.00238765616595681	269.172930059397	36614.6
18907	-0.316287379325323	0.00239093525215385	269.172925185904	36574.9
18908	-0.31626615111591	0.0023943566062466	269.172919950292	36534.9
18909	-0.316243612081323	0.00239778811565075	269.172914306431	36495.0
18910	-0.316218490751869	0.0024020560559532	269.172908301547	36455.0
18911	-0.31618711249647	0.00240523312927824	269.172902044568	36415.2
18912	-0.316153767711296	0.00240924089477018	269.172895662764	36375.1
18913	-0.316120959610407	0.00241240728384093	269.172889275243	36335.1
18914	-0.316091217988388	0.00241612617706277	269.172882965769	36295.3
18915	-0.316063658804134	0.00242015439796514	269.172876799352	36255.3
18916	-0.316036742595849	0.00242328083028218	269.172870822191	36215.5
18917	-0.316011160791612	0.00242754967453875	269.172865057838	36175.7
18918	-0.315985865637219	0.00243047630562561	269.172859523716	36136.3
18919	-0.315959722980192	0.0024351091740287	269.172854232838	36096.3
18920	-0.315932496472429	0.00243801094289825	269.172849187003	36056.6
18921	-0.315900662699376	0.00244213990214291	269.17284438399	36016.8
18922	-0.315869113535016	0.00244647331702156	269.172839816477	35977.0
18923	-0.315839707405036	0.00245087851440029	269.172835469762	35937.3
18924	-0.315811657845516	0.0024549916898676	269.172831275267	35897.5
18925	-0.315785275646018	0.00246039975795491	269.172827091429	35857.9
18926	-0.31575972605864	0.00246426844381078	269.172822792036	35818.5
18927	-0.315734382913673	0.00246911065733965	269.172818317362	35778.9
18928	-0.315708386908613	0.00247348086898326	269.172813668176	35739.4
18929	-0.315681570722502	0.00247749297095729	269.172808874238	35699.7
18930	-0.3156555086275	0.00248227373431299	269.172803928538	35660.2
18931	-0.315630486793891	0.0024856747851173	269.17279881358	35620.6
18932	-0.315605919855988	0.00249185809337576	269.172793539739	35581.1
18933	-0.315581065854442	0.00249640084197329	269.172788152168	35541.5
18934	-0.315555641724666	0.00250115680890451	269.172782702472	35502.2
18935	-0.315528724884844	0.00250550628595104	269.172777256752	35462.7
18936	-0.315496256935186	0.00251012704816305	269.172771878412	35423.1
18937	-0.315460709186897	0.00251295190066808	269.172766626627	35383.6
18938	-0.31542590419661	0.0025174866018237	269.172761538088	35344.3
18939	-0.315393410733334	0.0025212699651835	269.172756643241	35305.0
18940	-0.315362617170305	0.00252588775394752	269.172751969167	35265.7
18941	-0.315333179606124	0.0025304116969274	269.172747511473	35226.7
18942	-0.315304459726307	0.00253539575174303	269.172743237592	35187.3
18943	-0.315276614595302	0.0025391513898383	269.1727391069	35148.3
18944	-0.315249544952444	0.00254388234827088	269.172735084092	35108.9
18945	-0.315222743256813	0.00254813874050743	269.172731152289	35069.8
18946	-0.315197441852658	0.00255263072549987	269.172727287769	35030.7
18947	-0.315173753656344	0.00255749203773934	269.172723438791	34991.5
18948	-0.315150884776999	0.00256190878940996	269.172719531127	34952.3
18949	-0.31512853918352	0.00256715487360376	269.172715502712	34913.1
18950	-0.315105157313647	0.00257126107004392	269.17271132627	34873.9
18951	-0.315081048049885	0.00257466813818186	269.172707021757	34834.9
18952	-0.315055553975366	0.00257875279764941	269.172702624801	34795.7
18953	-0.315028991996174	0.00258372874281962	269.172698154603	34756.7
18954	-0.315002905629988	0.00258809282399723	269.172693628794	34717.5
18955	-0.314977915842658	0.00259330111469897	269.172689075983	34678.4
18956	-0.314954204325432	0.00259713674985129	269.172684525391	34639.4
18957	-0.314930306627821	0.0026010907997453	269.172679991416	34600.5
18958	-0.314903068419612	0.00260420529421289	269.172675501253	34561.4
18959	-0.314873854023379	0.00260958542635261	269.172671077874	34522.3
18960	-0.31484530981112	0.00261414696740201	269.17266674784	34483.3
18961	-0.314820306094201	0.00261974706325872	269.17266252763	34444.3
18962	-0.314796727466304	0.00262362222897821	269.172658412822	34405.0
18963	-0.314773321562227	0.00262730542495526	269.172654390188	34366.1
18964	-0.314752047233264	0.00263137907784605	269.172650453523	34327.4
18965	-0.314732683417439	0.00263609270939862	269.17264661028	34288.5
18966	-0.314713712802864	0.00264169959991514	269.172642850393	34249.3
18967	-0.314694875844198	0.0026464926763713	269.172639126811	34210.4
18968	-0.314676428921301	0.00265039664059591	269.172635372226	34171.3
18969	-0.314658404528466	0.00265434083969588	269.172631548492	34132.5
18970	-0.314640890269311	0.00265827557184179	269.172627659965	34093.5
18971	-0.314623445455969	0.002663289759389	269.17262374144	34054.5
18972	-0.31460574194283	0.00266787230856796	269.172619817934	34015.4
18973	-0.314586185946967	0.00267282049242795	269.172615920079	33976.6
18974	-0.314561998820063	0.00267653582554373	269.172612056949	33937.9
18975	-0.31453897674459	0.00268154093983229	269.172608228234	33899.1
18976	-0.31451825748871	0.00268773569307233	269.172604430328	33860.0
18977	-0.314499156264846	0.00269324874125419	269.172600664538	33821.1
18978	-0.314481211260468	0.00269791618476135	269.172596917242	33782.0
18979	-0.314464073706599	0.00270105148982412	269.17259317132	33743.2
18980	-0.314446016967947	0.00271162476570593	269.172589441605	33704.3
18981	-0.314423420634996	0.00271098595331243	269.17258576996	33665.2
18982	-0.314400258018509	0.00272985448938075	269.172582179258	33626.2
18983	-0.314378291085714	0.0027269498043314	269.172578665359	33587.1
18984	-0.31435798719185	0.00274233410002396	269.172575204677	33548.0
18985	-0.314339097393669	0.00273657595601494	269.172571771261	33508.8
18986	-0.314320571837906	0.00275392492438056	269.172568345496	33469.8
18987	-0.314301611620445	0.00275123899988932	269.172564925818	33430.8
18988	-0.314282447726561	0.00276477481049808	269.172561522645	33391.9
18989	-0.314263597073117	0.0027647009148058	269.172558153422	33352.8
18990	-0.314244225609039	0.00277708883407275	269.172554831706	33313.6
18991	-0.314223853532757	0.00277657058787276	269.172551565944	33274.7
18992	-0.31420250124056	0.00278337217578429	269.172548345833	33235.8
18993	-0.314179792390452	0.00278557550802355	269.172545152544	33196.7
18994	-0.314155712148992	0.00278725121273919	269.172541976565	33157.8
18995	-0.314131932819811	0.00279421533931993	269.172538811881	33118.7
18996	-0.314108407377538	0.0027923359354228	269.172535659445	33079.7
18997	-0.314085411742209	0.00280687605963136	269.172532497392	33040.7
18998	-0.314063359505924	0.0028028556133138	269.172529274473	33001.7
